date,corridor_ES,point_Tarifa
07/04/2022,0,0
08/04/2022,0,0
09/04/2022,0,0
10/04/2022,0,0
11/04/2022,0,0
12/04/2022,0,0
13/04/2022,0,0
14/04/2022,0,0
15/04/2022,0,0
16/04/2022,0,0
17/04/2022,0,0
18/04/2022,0,0
19/04/2022,0,0
20/04/2022,0,0
21/04/2022,0,0
22/04/2022,0,0
23/04/2022,0,0
24/04/2022,0,0
25/04/2022,0,0
26/04/2022,0,0
27/04/2022,0,0
28/04/2022,0,0
29/04/2022,0,0
30/04/2022,0,0
01/05/2022,0,0
02/05/2022,0,0
03/05/2022,0,0
04/05/2022,0,0
05/05/2022,0,0
06/05/2022,0,0
07/05/2022,0,0
08/05/2022,0,0
09/05/2022,0,0
10/05/2022,0,0
11/05/2022,0,0
12/05/2022,0,0
13/05/2022,0,0
14/05/2022,0,0
15/05/2022,0,0
16/05/2022,0,0
17/05/2022,0,0
18/05/2022,0,0
19/05/2022,0,0
20/05/2022,0,0
21/05/2022,0,0
22/05/2022,0,0
23/05/2022,0,0
24/05/2022,0,0
25/05/2022,0,0
26/05/2022,0,0
27/05/2022,0,0
28/05/2022,0,0
29/05/2022,0,0
30/05/2022,0,0
31/05/2022,0,0
01/06/2022,0,0
02/06/2022,0,0
03/06/2022,0,0
04/06/2022,0,0
05/06/2022,0,0
06/06/2022,0,0
07/06/2022,0,0
08/06/2022,0,0
09/06/2022,0,0
10/06/2022,0,0
11/06/2022,0,0
12/06/2022,0,0
13/06/2022,0,0
14/06/2022,0,0
15/06/2022,0,0
16/06/2022,0,0
17/06/2022,0,0
18/06/2022,0,0
19/06/2022,0,0
20/06/2022,0,0
21/06/2022,0,0
22/06/2022,0,0
23/06/2022,0,0
24/06/2022,0,0
25/06/2022,0,0
26/06/2022,0,0
27/06/2022,0,0
28/06/2022,0,0
29/06/2022,16.423015,16.423015
30/06/2022,32.215068,32.215068
01/07/2022,19.455741,19.455741
02/07/2022,21.068995,21.068995
03/07/2022,18.422521,18.422521
06/07/2022,1.406352,1.406352
07/07/2022,23.719055,23.719055
08/07/2022,6.851131,6.851131
09/07/2022,0.378836,0.378836
10/07/2022,0.777927,0.777927
13/07/2022,0.81037,0.81037
14/07/2022,32.15343,32.15343
15/07/2022,0.237715,0.237715
16/07/2022,0.94198,0.94198
17/07/2022,0.159757,0.159757
20/07/2022,0.1502,0.1502
21/07/2022,20.415403,20.415403
22/07/2022,2.394324,2.394324
23/07/2022,0,0
24/07/2022,0.518804,0.518804
27/07/2022,0.162435,0.162435
28/07/2022,19.034754,19.034754
29/07/2022,6.687509,6.687509
30/07/2022,0.905533,0.905533
31/07/2022,1.157718,1.157718
02/08/2022,0.970395,0.970395
03/08/2022,0,0
04/08/2022,0,0
05/08/2022,31.381859,31.381859
06/08/2022,0.437971,0.437971
07/08/2022,0,0
09/08/2022,0.108096,0.108096
10/08/2022,0,0
11/08/2022,0,0
12/08/2022,0.353762,0.353762
13/08/2022,1.64224,1.64224
14/08/2022,0,0
16/08/2022,0.060031,0.060031
17/08/2022,0.267353,0.267353
18/08/2022,8.226181,8.226181
19/08/2022,12.14245,12.14245
20/08/2022,0.217693,0.217693
21/08/2022,0.931259,0.931259
23/08/2022,0.911167,0.911167
24/08/2022,1.295358,1.295358
25/08/2022,0,0
26/08/2022,19.025197,19.025197
27/08/2022,2.087184,2.087184
28/08/2022,1.110002,1.110002
30/08/2022,0.437633,0.437633
31/08/2022,25.877107,25.877107
01/09/2022,28.112664,28.112664
02/09/2022,0.025354,0.025354
03/09/2022,0,0
04/09/2022,1.579205,1.579205
06/09/2022,1.576295,1.576295
07/09/2022,0,0
08/09/2022,0,0
09/09/2022,0.902692,0.902692
10/09/2022,0.490005,0.490005
11/09/2022,0.127513,0.127513
14/09/2022,1.942908,1.942908
15/09/2022,0.5026,0.5026
16/09/2022,0.146906,0.146906
17/09/2022,0,0
18/09/2022,0.000885,0.000885
21/09/2022,0.083848,0.083848
22/09/2022,0.6286,0.6286
23/09/2022,3.983902,3.983902
24/09/2022,0.165555,0.165555
25/09/2022,0.025051,0.025051
26/09/2022,0.005995,0.005995
27/09/2022,31.736622,31.736622
28/09/2022,1.817666,1.817666
29/09/2022,0.456387,0.456387
30/09/2022,26.605794,26.605794
01/11/2022,0.0127,0.0127
02/11/2022,30.288643,30.288643
03/11/2022,30.532062,30.532062
04/11/2022,26.359523,26.359523
05/11/2022,25.890739,25.890739
06/11/2022,26.577053,26.577053
07/11/2022,26.274569,26.274569
08/11/2022,24.38359,24.38359
09/11/2022,24.517179,24.517179
10/11/2022,23.330243,23.330243
11/11/2022,22.370604,22.370604
12/11/2022,21.81299,21.81299
13/11/2022,22.225339,22.225339
14/11/2022,32.846764,32.846764
15/11/2022,12.983528,12.983528
16/11/2022,0.351667,0.351667
17/11/2022,19.205209,19.205209
18/11/2022,2.069583,2.069583
19/11/2022,28.252772,28.252772
20/11/2022,28.115376,28.115376
21/11/2022,2.08212,2.08212
22/11/2022,0.232675,0.232675
23/11/2022,28.105039,28.105039
24/11/2022,25.290345,25.290345
25/11/2022,1.66778,1.66778
26/11/2022,19.973835,19.973835
27/11/2022,19.811307,19.811307
28/11/2022,22.322633,22.322633
29/11/2022,5.93582,5.93582
30/11/2022,1.261052,1.261052
